F: Was it like here?	B-A
L: I think so.	I-A
F: Right.	B-OO
L: Okay.	I-OO
F: Okay.	I-OO
L: Think we’re ready.	I-OO
F: Yeah.	I-OO
L: Oh.	I-OO
F: Oh, you just started in the wrong place.	B-A
L: Yeah I started at the wrong spot.	I-A
F: Oh, whoops.	B-OO
S: Fiona.	I-OO
L: Fiona you just do that when we do it.	I-OO
F: Oh the robot totally did that. Thanks.	I-OO
S: So we’re almost ready to plan route two after this?	B-A
L: Well if it works.	B-OO
F: So it needs to be like this.	B-A
L: Yeah. Yep.	B-OO
F: Yay.	I-OO
L: Perfect well it needs to go a little bit further actually.	B-DO
F: Yeah.	B-OO
L: But almost perfect.	B-DO
S: No but it's on the base.	I-DO
L: Well none of it can stick out.	I-DO
F: Alright I'm gonna change this one to two point five.	B-ATV
L: Actually Fiona I realise it's fine cos it doesn’t have to completely be on.	B-DO
F: I think it needs to be, doesn’t it need to be completely in the base rest to do stuff to it though? We should actually get two point five to be safe.	B-ATV
L: Okay, yeah.	B-OO
F: It, it shouldn’t be too hard, okay.	I-OO
L: Well let me attach.	B-D
F: Yeah.	B-OO
L: Attachment.	B-D
F: Okay, starting a new one.	B-OO
L: Wait let me get that changed (?) you just made. Do you think it works?	B-QS
F: Alright, do you want to save it?	I-QS
L: No	B-OO
F: I think it should work.	I-OO
L: Okay Sarah do you have the program for the next one?	I-OO
S: Yes I do.	I-OO
L: Okay, why dont you (?).	I-OO
F: As long as we get into the base.	B-A
S: Okay this is confusing because I used another one, so this is how we do it.  So instead of facing...	I-A
F: It might actually, oh sorry...Sarah I can interrupt for a second, if we’re going to, which one are we getting at to the green ones?	I-A
S: No the outside ones.	I-A
F: Okay, well we’re going to go back to the base, so it might be a slightly different path than what you have charted out but we could go for the green one...	I-A
S: Yeah, no I have...	B-OO
F: ...we got a plough to move the fish.	B-D
S: ...no I have a way to go back to the base, just the map intersects with each other.	B-A
F: Okay, cool.	B-OO
S: Okay so instead of exiting (?) you exit from here, you go this way, you go around the obstacle so you cant approach that one over there	B-A
F: Yeah.	B-OO
S: From right up front.	B-A
S: You go like this, you circle one round, you hit this one first and you keep going around then you hit this one and I was thinking that you sort of go all the way round but apparently not and then you go back...	I-A
F: Yeah.	B-OO
S: ...and you go this way but if you want to you can also get that third route in (?) You go this way and you go right round to base.	B-A
F: Okay, cool, so lets start it, lets start with move tank probably.	B-ATO
S: Hmm.	B-OO
F: So then it goes forward you know	B-ATO
S: Yes.	B-OO
F: And we want it to be facing, well do you want it facing forward or backwards this time? Forwards would be okay.	B-ATO
S: It wouldn’t matter you would just need to go (?).  So either way I guess.	I-ATO
F: Alright, erm, so how far do we need it to go, lets look at the actual table and estimate how far it is, do you want to do that Sarah?	B-A
S: Okay.	B-OO
S: Alright.	I-OO
L: Can I do the programing this time?	I-OO
