T: Oh maybe, did that come off the truck?	B-OO
K: No.	I-OO
A: No::::	I-OO
T: Oh you know what let’s look at...	O
A: Get this thing out of here I am done with it.	B-OO
G: Katie	I-OO
K: Yeah.	I-OO
G: (excuse me) I need to keep, I need to fix it again.	I-OO
K: Okay. Maybe we should like re, reprogram it.	I-OO
G: Yeah I'm gonna do, just another one. Copy this like...	I-OO
A: Found it.	I-OO
K: Need some coffee.	I-OO
G: Go get some coffee.	I-OO
K: Okay	I-OO
A: The bottom off here.	I-OO
T: Oh okay. (?).	O
K: Hey.	B-OO
A: Fender, bender.	I-OO
T: Yup. Huh huh huh	O
K: What? Andi do you wanna have a coffee break?	B-OO
A: Um Georgie do you want to go get coffee (break?)	I-OO
G: I can’t have coffee.	I-OO
A: Okay, do you want to go get a water and coffee break?	I-OO
G: No thanks I wanna finish this.	I-OO
A: Okay, we’re gonna go.	I-OO
T: Take a break?	O
A: Five minutes.	B-OO
K: Coffee break.	I-OO
T: Okay.	O
A: (Set the) timer for five minutes.	B-OO
K: I need more energy or and caffeine.	I-OO
A: Okay, five minutes that’s what we got. Then she can take a break for five minutes, we gotta have someone (?) break. The coffee’s over here.	I-OO
K: I really don’t care but okay. (?)	I-OO
K: I'm just gonna take a little.	I-OO
A: Okay that’s fine I'm sure.	I-OO
K: Oh god we need to warm it up. Oh wait no. Here, thirty seconds. That thirty seconds just...	I-OO
A: Oh there you go. And they have cream and sugar.	I-OO
K: It's like so fancy, everything here is so fancy. Why does it have to be so fancy? Not saying anything (?) I'm not hating just saying. I need caffeine in my system.	I-OO
A: Oh gosh it's hot now. Really hot (?).	I-OO
K: Not too hot.	I-OO
A: I'm gonna take twenty seconds.	I-OO
K: Do you want some coffee?	I-OO
T: I’m all set.	O
A: Watch as you pour the whole thing in there.	B-OO
K: (?) just pour the whole thing.	I-OO
A: Wait.	I-OO
K: Yeah.	I-OO
A: They’re still recording us remember.	I-OO
K: Oh, oh gosh.	I-OO
A: We’re not drinking coffee we’re not like thirteen and drinking coffee, just saying.	I-OO
K: Yeah.	I-OO
A: Okay.	I-OO
M: Seven minute warning. It’s a little while yeah another team’s just gone.	O
A: Okay. Got enough.	B-OO
K: I got a lot, a lot, I like mine with a lot, a lot of cream.	I-OO
A: Me too. Except I’ve never really had like a powdered creamer.	I-OO
K: Yeah me neither, I usually either use half and half.	I-OO
A: Where did you put the spoon?	I-OO
K: Oh I'm using it.	I-OO
A: Yeah I’ll just use hers.	I-OO
K: We’re totally not using coffee, we’re totally not drinking coffee.	I-OO
A: Yeah.	I-OO
G: You guys just one thing, it has to start all the way in the base.	B-A
A: A little bit more.	B-OO
K: Way too small to be a kitchen there’s no oven it’s definitely not a kitchen.	I-OO
