S: Okay what do you want me to draw, where do you want me to put it?	B-OO
L: We don’t have that, which one are you doing?	I-OO
F: Number two.	I-OO
L: Number two	I-OO
S: Neither one.	I-OO
F: Number two.	I-OO
L: Well you don’t have to yet.	I-OO
S: Okay so number two. Er two,	I-OO
L: Lets see which ones (a four) (?)	I-OO
F: I think it's over about two and then it... yeah	B-A
L: Yeah I'm just wondering about Sarah’s map, Sarah are you calling this like what corner, what corner (?).	I-A
S: Okay, base corner, other stuff that doesn’t matter corners.	I-A
L: Sarah my question is, is this so, are you saying that, are you saying that’s like this?	I-A
F: Okay I think it's (two)	I-A
S: Okay whatever way you look at the base thing that’s how it's gonna be.	I-A
L: Okay.	B-OO
S: Wherever you...	I-OO
L: It goes like this then?	B-A
S: Yeah.	B-OO
L: Okay so I think it's... um	B-A
S: I can drop the (?).	I-A
F: Oh Lyn you can make it degrees for the turns.	B-QS
L: Okay.	B-OO
F: Just a second.	I-OO
L: What’s that one?	I-OO
S: What do you think it is?	I-OO
L: Don’t know.	I-OO
F: Sarah do you mind if I...	I-OO
L: (?) snake.	I-OO
F: ...do you mind if I change the turns to ninety degrees	B-ATV
L: Yeah	B-OO
F: So it's just more exact? I didn’t realise you could do that.	B-ATV
S: No my corn snake is (this). That’s most of the snake Lyn, it's chiseled, look at its chiseled abs.	B-OO
L: Okay so I think that works like this, it's two down and two in so I think it's right here.	B-A
F: Alright cool.	B-OO
S: So about right here?	B-A
L: Yeah.	B-OO
S: Be right there actually.	B-A
F: So Lyn I changed all the turns to ninety degrees just so it would be consistent (?)...	B-ATV
S: Exact?	B-OO
F: ...change it by the degree rather than by the rotation, I think that makes a little more sense.	B-ATV
L: Alright, yeah that looks right Sarah.	B-OO
S: Okay, so that’s for number two.	B-A
L: Yeah.	B-OO
S: Nap time.	I-OO
L: If you want to take a break you can always go outside.	I-OO
S: No I don’t want to take a break I'm just being weird.	I-OO
F: If you wanna like sit down for a second it's fine.	I-OO
S: You realise I am sitting right?	I-OO
F: No I mean like while, if we’re testing out stuff you don’t have to walk back and forth if you don’t want to.	I-OO
S: I’ll be fine I'm not that weak.	I-OO
F: No it's fine, it's like...	I-OO
S: Oh, she’s copying my notch mat.	I-OO
F: How dare you...artistic licence.	I-OO
S: They’re not even Lyn.	I-OO
L: Sarah doesn’t matter, no Sarah	I-OO
F: Sarah stop.	I-OO
S: Sorry (?) picky, a control freak when it comes to maps.	I-OO
L: Alright (?).	I-OO
F: We could work on the Banbury Cheese (?).	I-OO
L: Yeah Sarah you could always work on the banner right now instead.	I-OO
S: Fine.	I-OO
L: Okay.	I-OO
S: Plus I don’t want to draw the cheese.	I-OO
L: Did you program (it Fiona)?	I-OO
F: Okay, ah I did the next turn, um, let’s actually just try it on the ground.	I-OO
L: Okay did you save it?	I-OO
F: No it's still plugged in here, I’ll, I’ll save it and just try it on the ground, but I want to add another thing before...	B-ATO
S: No it’ll be like this...it’ll be like this.	B-A
L: Yeah.	B-OO
S: Put that frog down.	I-OO
T: What you doing another one?	O
F: What? Lyn	B-OO
L: What	I-OO
S: (?) making a map.	I-OO
F: Why is this going wrong the ninety degree turns aren’t working, watch what it does, it's going like, the first one works, no but it doesn’t, alright lets change it back to revolution.	B-DO
L: Yeah.	B-OO
F: It's like a turtle, if you flip it over on it's back it doesn’t do (anything) alright lets change it, that would have been cool though but...	B-DO
L: Okay.	B-OO
F: Alright. And the number of rotations...	B-ATV
L: I think actually I have to go outside for a minute.	B-OO
F: That’s fine.	I-OO
L: Cos I’m getting a very bad headache. Mama are you coming?	I-OO
T: I’d love to come  (?)	O
F: Sure I, I think I need to breathe a little bit.	B-OO
T: (?) little (break). (?) tic tac	O
F: Oh a tic tac.	B-OO
<microphones off while team takes a break>	O
F: Okay, oh okay.	B-OO
F: Okay so we’ve got that turn.	B-ATO
L: Do you want to check number one save what we have now...	B-OO
S: Yeah.	I-OO
F: I feel like it's not really super consistent.	B-DO
L: Okay, it looks like it...	B-OO
S: Fiona we’re not about consistency here, we’re about dumb luck.	I-OO
F: Ha ha ha	I-OO
S: And consistency.	I-OO
L: Okay we also have a map now (?), so okay lets bring the map for number one.	B-A
S: Where’s my mappy map? Oh there it is.	B-OO
L: Okay	I-OO
<General classroom noise>	O
F: I don’t think that... Er we asked about the rats thing too but on this one there aren’t any rats.	B-OO
F: Oh thanks.	I-OO
L: Oh Sarah can I see the map?	I-OO
S: Which one are we testing?	I-OO
F: One.	I-OO
L: Are we saying this?	I-OO
F: Oh lets...	I-OO
S: It's lined up with the words base.	B-A
L: Okay so that one.	I-A
F: And this one is gonna go (?).	B-DO
S: Oh right, backwards.	I-DO
L: (?) backwards.	I-DO
F: This one’s short, it’s almost done probably.	B-QR
L: Okay. Whoops.	B-NSTO
S: It just caught barely on the edge.	B-DO
F: Okay, okay.	B-NSTO
L: Okay lets try that again.	B-OO
S: Wait (grab) (these two).	I-OO
F: It would be cool to do this with like a really long time to work on it, alright lets make it parallel to the word base.	B-A
L: Well that didn’t work.	B-NSTO
F: No but it was closer, like if we lined it up with, if we line the edge of the napkin up with these tick marks and made it like this.	B-A
