L: Okay. Well...	B-OO
F: You can use it.	I-OO
S: Why is it running over the lever?	B-DO
F: That was so weird it worked the first time and then it didn’t work at all after that.	I-DO
S: Yeah the lever had a little...	B-A
T: Do you think you need a little plough kinda thing?	O
L: Well we’re making one but that’s not going to affect it.	B-D
F: That’s not the problem it's not about...	B-DO
S: Okay I have an idea for the plough.	B-D
F: ...it's about not being able to run over it, it's just running over the lever instead of actually pushing it.	B-DO
S: We want something for the back or the front?	B-D
L: The back.	I-D
F: The back.	I-D
L: Back.	I-D
F: Yeah.	B-OO
L: Okay lets figure out how to back this thing up now.	B-ATO
S: Okay if we’re gonna have something to the back then we’re gonna (?).	B-D
F: Okay	B-OO
L: I don’t see where the connection to the back, lets just make it to the front.	B-D
L: Okay. Fiona let’s figure how to back this up	B-ATO
F: Okay.	B-OO
L: You got a plan Sarah you said?	B-A
S: For a plough?	B-D
L: Yeah.	B-OO
S: I’m trying to figure it out now but (?). Put it down.	B-D
S: Hold on we’re, Fiona’s setting something up right now Sarah and it's not going to help if you keep on smacking the table because I'm not going to listen to you people again.	B-OO
S: Lyn don’t mess with me I have plastic.	I-OO
L: Sarah don’t mess with me I'm sick and I'm getting grouchy, I will lick you.	I-OO
S: You realize you have my sickness right?	I-OO
L: Yes I know.	I-OO
S: And I’ve given it to you so it wouldn’t really matter if you lick my face or not.	I-OO
F: Okay, yeah.	I-OO
S: All you’ll really be doing is taking from the (?)orginal source.	I-OO
F: Move your foot	I-OO
S: My foot was there first.	I-OO
F: So it should move back two probably or three.	B-ATV
S: Okay, let me check out whether this plough thing’s gonna work.	B-D
F: Alright I'm gonna, do you want to move it back to start?	B-A
L: Yeah, okay.	B-OO
S: Well lets see this plough. Oh (?).	B-D
L: Okay and then turn, that’s okay so you have...	B-DO
S: I say stick these two here.	B-D
L: This is the right side has to turn.	B-ATO
F: Alright so that one is B or C? I think it's B.	B-ATV
L: No I think it might C.	I-ATV
F: Right.	B-OO
L: Okay, go ahead and try it now, Sarah (your lights) might want to look out.	I-OO
S: (I don’t stretch this far).	I-OO
L: Yeah there we go.	B-NSTO
S: Okay let me test this.	B-OO
F: I thought we might want to do it (?)	B-A
L: Okay. And then...	B-OO
F: This needs to be like one...	B-ATV
S: Let me test, let me test (?) t t t t t t.	B-OO
L: Okay (?) Fiona	I-OO
F: Yeah	I-OO
L: Sarah I have to set it out.	I-OO
S: No.	I-OO
L: Sarah	I-OO
F: Sarah. No.	I-OO
S: I'm trying to make you a plough here it's what you wanted me to do isn’t it?	B-D
F: Okay lets, lets make the plough.	I-D
L: Okay.	B-OO
S: Okay should we use these like little (?) things?	B-D
L: What?	B-OO
S: Okay.	I-OO
L: What do you mean (?)? No it should be in the um back.	B-D
S: We (can’t) attach to back.	I-D
L: Well it needs...	I-D
S: There’s no easy way to attach it.	I-D
L: ...because, well it only works in the back is the thing.	I-D
S: We could get it to turn a whole circle though?	B-A
L: No we don’t have enough room.	I-A
S: Okay, so lets, you know pull this one out.  We want, if we’re gonna do actually...oh, what is this right here?	B-D
L: It's um.	B-OO
F: Guys we could start it backwards and then make it go forwards,	B-ATO
L: That would be	B-OO
F: We could reverse everything and make all of it negative.	B-ATV
S: Yes.	B-OO
F: So we just start it backwards.	B-A
L: Okay lets do it that way.	B-OO
F: Negative fifty, no, no one fifty negative fifty	B-ATV
S: Why is my foot warm?	B-OO
F: ...negative.	B-ATV
L: I don’t know Sarah did your foot pee?	B-OO
S: No I don’t think so, but feel it.	I-OO
L: Probably because you were just sitting on it.	I-OO
S: Sure. Be a critic.	I-OO
L: What? What you asked for an answer, I think that’s the most logical thing is (?).	I-OO
F: Alright.	I-OO
S: They have the bionic, bionical bulldogs and we’ve got cheese.	I-OO
F: We decided (?)	I-OO
L: Okay.	I-OO
